Index;Size;Sick;Death;mindays;maxSickDays;Total;Dead;Immune;Infected;Healthy;Epidemic
0.035;1;2;760;1127;1264
0.0351;1;2;834;1119;1264
0.0352;1;2;740;1135;1270
0.0353;1;2;794;1156;1269
0.0354;1;2;812;1162;1238
0.0355;1;2;806;1139;1195
0.0356;1;2;856;1210;1250
0.0357;1;2;825;1183;1267
0.0358;1;2;917;1185;1273
0.0359;1;2;812;1196;1292
0.036;1;2;923;1220;1279
0.0361;1;2;866;1209;1239
0.0362;1;2;928;1226;1292
0.0363;1;2;917;1212;1311
0.0364;1;2;916;1242;1302
0.0365;1;2;948;1231;1273
0.0366;1;2;972;1234;1301
0.0367;1;2;1030;1277;1311
0.0368;1;2;1055;1260;1295
0.0369;1;2;1010;1254;1342
0.037;1;2;1071;1261;1307
0.0371;1;2;1057;1231;1283
0.0372;1;2;1034;1263;1345
0.0373;1;2;1075;1255;1345
0.0374;1;2;1114;1296;1333
0.0375;1;2;1066;1260;1353
0.0376;1;2;1096;1302;1331
0.0377;1;2;1138;1310;1377
0.0378;1;2;1122;1289;1323
0.0379;1;2;1167;1303;1349
0.038;1;2;1144;1314;1364
0.0381;1;2;1144;1308;1370
0.0382;1;2;1137;1322;1352
0.0383;1;2;1160;1338;1346
0.0384;1;2;1172;1326;1368
0.0385;1;2;1199;1346;1374
0.0386;1;2;1204;1339;1387
0.0387;1;2;1200;1329;1379
0.0388;1;2;1206;1344;1366
0.0389;1;2;1218;1335;1384
0.039;1;2;1225;1329;1356
0.0391;1;2;1227;1340;1396
0.0392;1;2;1236;1349;1377
0.0393;1;5;1242;1365;1401
0.0394;1;5;1262;1361;1401
0.0395;1;5;1261;1368;1418
0.0396;1;5;1271;1365;1390
0.0397;1;5;1227;1357;1400
0.0398;1;5;1278;1374;1402
0.0399;1;5;1247;1368;1393
0.04;1;5;1291;1387;1414
0.0401;1;5;1295;1378;1397
0.0402;1;5;1289;1395;1408
0.0403;1;6;1290;1386;1404
0.0404;1;6;1275;1398;1429
0.0405;1;6;1290;1391;1418
0.0406;1;6;1322;1390;1403
0.0407;1;6;1325;1385;1431
0.0408;1;6;1322;1396;1436
0.0409;1;6;1316;1387;1420
0.041;1;6;1323;1409;1425
0.0411;1;13;1324;1390;1419
0.0412;1;13;1327;1402;1423
0.0413;1;13;1329;1411;1433
0.0414;1;13;1327;1411;1431
0.0415;1;13;1333;1408;1443
0.0416;1;13;1342;1415;1444
0.0417;1;13;1341;1412;1445
0.0418;1;188;1356;1420;1449
0.0419;1;188;1351;1418;1458
0.042;1;1127;1369;1418;1444
0.0421;1;1172;1374;1437;1459
0.0422;1;929;1371;1430;1449
0.0423;1;1192;1371;1433;1469
0.0424;1;1197;1374;1437;1460
0.0425;1;1277;1378;1434;1461
0.0426;1;1258;1390;1436;1459
0.0427;1;1245;1371;1438;1457
0.0428;1;1256;1378;1431;1456
0.0429;1;1233;1388;1440;1454
0.043;1;1213;1390;1443;1454
0.0431;1;1148;1386;1441;1493
0.0432;1;1234;1392;1444;1459
0.0433;1;1307;1397;1443;1480
0.0434;1;1308;1403;1445;1466
0.0435;1;1232;1389;1452;1469
0.0436;1;1279;1403;1455;1471
0.0437;1;1298;1400;1449;1465
0.0438;1;1278;1405;1452;1460
0.0439;1;1278;1404;1457;1495
0.044;1;1295;1399;1446;1469
0.0441;1;1335;1415;1461;1502
0.0442;1;1322;1409;1466;1479
0.0443;1;1341;1414;1458;1479
0.0444;1;1314;1412;1457;1480
0.0445;1;1314;1415;1463;1475
0.0446;1;1314;1428;1469;1483
0.0447;1;1341;1415;1467;1490
0.0448;1;1300;1419;1469;1476
0.0449;1;1331;1419;1461;1493
